strain,location,collection_date,ID,serum,antigenic_distance,Tree_model_log2,Subs_model_log2
B/Arizona/164/2005,U S A,2005-10-01,EPI101493,B/HongKong/330/2001,0.4,0.45,1.57
B/Colombia/4594/2004,Colombia,2004-05-20,EPI158367,B/HongKong/330/2001,0.1,0.09,1.3
B/Piura/FLU3821/2006,Peru,2006-01-01,EPI142023,B/HongKong/330/2001,0.1,0.09,1.57
B/Florida/1/2004,U S A,2004-01-28,EPI43628,B/HongKong/330/2001,0.1,0.09,1.3
B/Temple/B20/2003,U S A,2003-07-01,EPI50529,B/HongKong/330/2001,0.1,0.09,1.3
B/Temple/B20/2003,U S A,2003-07-01,EPI50529,B/HongKong/330/2001,0.1,0.09,1.3
B/Memphis/13/2003,U S A,2003-10-01,EPI20764,B/HongKong/330/2001,0.1,0.09,1.3
B/Parma/2/2004,Italy,2004-11-01,EPI13741,B/HongKong/330/2001,0.0,0.05,0.48
B/Parma/2/2004,Italy,2004-11-01,EPI13741,B/HongKong/330/2001,0.0,0.05,0.48
B/Finland/199/2003,Finland,2003-08-01,EPI25159,B/HongKong/330/2001,0.0,0.05,0.48
B/Cheju/303/2003,South Korea,2003-12-01,EPI13607,B/HongKong/330/2001,0.0,0.05,0.48
B/HongKong/1351/2002,Hong Kong,2002-04-01,EPI11105,B/HongKong/330/2001,0.0,0.05,0.48
B/NewYork/1/2002,U S A,2002-09-01,EPI11145,B/HongKong/330/2001,0.0,0.05,0.48
B/Malaysia/83077/2001,Malaysia,2001-06-01,EPI11141,B/HongKong/330/2001,0.0,0.05,0.48
B/Oman/16296/2001,Oman,2001-05-01,EPI15330,B/HongKong/330/2001,0.0,0.05,0.48
B/Brisbane/32/2002,Australia,2002-07-01,EPI116944,B/HongKong/330/2001,0.0,0.05,0.48
B/Madagascar/66860/2002,Madagascar,2002-11-12,EPI347354,B/HongKong/330/2001,0.0,0.05,0.48
B/Madagascar/66860/2002,Madagascar,2002-11-12,EPI347354,B/HongKong/330/2001,0.0,0.05,0.48
B/Madagascar/66860/2002,Madagascar,2002-11-12,EPI347354,B/HongKong/330/2001,0.0,0.05,0.48
B/Brisbane/32/2002,Australia,2002-07-01,EPI116944,B/HongKong/330/2001,0.0,0.05,0.48
B/Lipetsk/17/2003,Russia,2003-03-18,EPI157115,B/HongKong/330/2001,0.0,0.05,0.48
B/Brisbane/32/2002,Australia,2002-07-01,EPI116944,B/HongKong/330/2001,0.0,0.05,0.48
B/Brisbane/32/2002,Australia,2002-07-01,EPI116944,B/HongKong/330/2001,0.0,0.05,0.48
B/Brisbane/32/2002,Australia,2002-07-01,EPI116944,B/HongKong/330/2001,0.0,0.05,0.48
B/Finland/205/2003,Finland,2003-05-01,EPI25165,B/HongKong/330/2001,0.0,0.05,0.48
B/Finland/205/2003,Finland,2003-05-01,EPI25165,B/HongKong/330/2001,0.0,0.05,0.48
B/Finland/205/2003,Finland,2003-05-01,EPI25165,B/HongKong/330/2001,0.0,0.05,0.48
B/Beijing/243/1997,China,1997-05-01,EPI4361,B/HongKong/330/2001,0.0,0.05,0.0
B/Beijing/243/1997,China,1997-05-01,EPI4361,B/HongKong/330/2001,0.0,0.05,0.0
B/Daeku/45/1997,Unknown,1997-11-01,EPI10751,B/HongKong/330/2001,0.0,0.05,0.0
B/Daeku/45/1997,Unknown,1997-11-01,EPI10751,B/HongKong/330/2001,0.0,0.05,0.0
B/Aichi/3/1998,Japan,1998-12-01,EPI75,B/HongKong/330/2001,0.0,0.05,0.0
B/Sichuan/281/1996,China,1996-04-01,EPI15308,B/HongKong/330/2001,0.0,0.05,0.0
B/Sichuan/38/2000,China,2000-02-01,EPI8350,B/HongKong/330/2001,0.0,0.05,0.0
B/Sichuan/281/1996,China,1996-04-01,EPI15308,B/HongKong/330/2001,0.0,0.05,0.0
B/Osaka/547/1997,Japan,1997-09-01,EPI51326,B/HongKong/330/2001,0.0,0.05,0.0
B/Shandong/7/1997,China,1997-05-01,EPI13573,B/HongKong/330/2001,0.0,0.05,0.0
B/Aichi/15/1997,Japan,1997-12-01,EPI71,B/HongKong/330/2001,0.0,0.05,0.0
B/Aichi/15/1997,Japan,1997-12-01,EPI71,B/HongKong/330/2001,0.0,0.05,0.0
B/Aichi/15/1997,Japan,1997-12-01,EPI71,B/HongKong/330/2001,0.0,0.05,0.0
B/Shandong/7/1997,China,1997-05-01,EPI13573,B/HongKong/330/2001,0.0,0.05,0.0
B/Nanchang/5/1997,China,1997-01-01,EPI5699,B/HongKong/330/2001,0.0,0.05,0.0
B/Osaka/854/1997,Japan,1997-04-01,EPI153,B/HongKong/330/2001,0.0,0.05,0.0
B/Osaka/854/1997,Japan,1997-04-01,EPI153,B/HongKong/330/2001,0.0,0.05,0.0
B/Bangkok/54/1999,Thailand,1999-11-01,EPI11071,B/HongKong/330/2001,0.0,0.05,0.0
B/Trieste/28/2002,Italy,2002-01-01,EPI13579,B/HongKong/330/2001,0.2,0.13,0.0
B/Genoa/33/2002,Italy,2002-02-01,EPI17921,B/HongKong/330/2001,0.2,0.13,0.0
B/Genoa/33/2002,Italy,2002-02-01,EPI17921,B/HongKong/330/2001,0.2,0.13,0.0
B/HongKong/6328/2003,Hong Kong,2003-02-06,EPI157038,B/HongKong/330/2001,0.2,0.13,0.0
B/HongKong/1434/2002,Hong Kong,2002-01-18,EPI11107,B/HongKong/330/2001,0.2,0.13,0.0
B/Genova/2/2002,Italy,2002-06-01,EPI17931,B/HongKong/330/2001,0.2,0.13,0.0
B/Parma/28/2002,Italy,2002-08-01,EPI13749,B/HongKong/330/2001,0.2,0.13,0.0
B/Siena/1/2002,Italy,2002-12-01,EPI13757,B/HongKong/330/2001,0.2,0.13,0.0
B/Kobe/3/2003,Japan,2003-11-01,EPI1023,B/HongKong/330/2001,0.2,0.13,0.0
B/Akita/27/2001,Japan,2001-01-01,EPI1037,B/HongKong/330/2001,0.0,0.0,0.0
B/Akita/27/2001,Japan,2001-01-01,EPI1037,B/HongKong/330/2001,0.0,0.0,0.0
B/Akita/5/2001,Japan,2001-03-01,EPI1045,B/HongKong/330/2001,0.0,0.0,0.0
B/Akita/27/2001,Japan,2001-01-01,EPI1037,B/HongKong/330/2001,0.0,0.0,0.0
B/Akita/27/2001,Japan,2001-01-01,EPI1037,B/HongKong/330/2001,0.0,0.0,0.0
B/HongKong/22/2001,Hong Kong,2001-01-18,EPI51535,B/HongKong/330/2001,0.0,0.0,0.28
B/HongKong/22/2001,Hong Kong,2001-01-18,EPI51535,B/HongKong/330/2001,0.0,0.0,0.28
B/HongKong/70/1996,Hong Kong,1996-12-01,EPI51307,B/HongKong/330/2001,0.0,0.02,0.48
